id,id_cliente,id_categoria,status_projeto,titulo,descricao,orcamento
3663,3663,7,Aberto a Propostas,Quam Molestias Projeto,Vero fugit itaque fuga repudiandae reiciendis distinctio corporis. Odit nobis sequi architecto consectetur eveniet. Culpa reprehenderit consequatur.,732.44
3664,3664,8,Projeto Concluído,Minus Veniam Projeto,Nemo officiis quaerat velit placeat earum veniam. Quia ea eos asperiores. Mollitia perferendis accusantium repudiandae earum tenetur vitae.,816.21
3665,3665,3,Projeto em Execução,Praesentium Tenetur Sistema,Architecto temporibus beatae fugiat ipsa. Iusto ab laudantium. Voluptas culpa neque minus. Eius laudantium iure architecto.,667.70
3666,3666,1,Projeto Cancelado,Blanditiis Voluptas Projeto,Sapiente sit omnis neque non ullam provident. Culpa recusandae modi. Labore doloribus aperiam commodi dolore repellendus libero.,671.40
3667,3667,6,Projeto em Execução,Minus Voluptates Sistema,Illum expedita quas alias iste ducimus. Vero illum quaerat laborum sed molestiae quos.,426.68
3668,3668,4,Projeto Concluído,Possimus Illo Plataforma,"Harum fugit illum veniam error ipsam. Nulla quidem voluptates odio dicta. A sint soluta id tempora.
Possimus optio libero totam quo. Nulla consequatur laborum.",857.19
3669,3669,7,Projeto Concluído,Neque Ullam Sistema,Ab doloribus iste atque laboriosam. Laborum consequuntur eum. Ipsa numquam fuga consectetur consectetur. Enim quis asperiores repellendus.,204.01
3670,3670,1,Aberto a Propostas,Itaque Harum Sistema,Quasi cupiditate ad quis doloremque eaque. Doloribus consequatur ullam inventore repudiandae nobis iusto.,913.09
3671,3671,8,Projeto Concluído,Sequi Ut Projeto,Inventore quidem quod ratione corrupti voluptate. Et perferendis cumque deserunt quas. Occaecati aut ipsum distinctio enim ipsam.,328.44
3672,3672,5,Projeto Concluído,Eligendi Dolor Projeto,"Enim illo odio illo numquam natus provident.
Excepturi provident et veniam fugiat voluptas itaque. Quibusdam qui occaecati dolorem inventore.",855.60
3673,3673,10,Projeto em Execução,Ullam Cupiditate Solução,Amet voluptates velit rerum maiores repudiandae. Nemo vero id quasi numquam necessitatibus. Iusto nobis quibusdam suscipit magni quas natus. Consequatur occaecati dolores unde quae.,83.43
3674,3674,7,Projeto Cancelado,Ex Quae Projeto,Ea incidunt nesciunt quia provident possimus dolor. Ea totam animi eveniet.,492.93
3675,3675,9,Aberto a Propostas,Est Odit Sistema,Quasi numquam labore autem et quos dignissimos consequuntur. Perferendis possimus blanditiis dolorum ipsum earum.,627.70
3676,3676,5,Projeto em Execução,Eligendi Natus Projeto,Sed veniam explicabo itaque adipisci deleniti harum. Inventore quidem consequatur corporis reiciendis voluptatibus animi minus. Voluptas dolore sunt recusandae.,679.01
3677,3677,9,Aberto a Propostas,Alias Beatae Plataforma,Repellendus magnam vel nobis. Officia voluptates cupiditate beatae sunt cum. Nemo ut consequuntur quod enim officiis impedit.,774.40
3678,3678,7,Projeto Concluído,Molestiae Ipsam Projeto,"Aspernatur debitis reiciendis rerum ex nulla. Voluptatum dolorem est debitis aut sunt recusandae.
Fugit itaque ad ipsam commodi quos. Ut eveniet veritatis quasi.",171.01
3679,3679,1,Projeto Concluído,Ducimus Maiores Solução,"Architecto amet itaque voluptatem ullam sit. Placeat commodi dolor voluptatum ab. Fugiat quas molestiae. A saepe autem minus.
Ut voluptatem impedit quisquam expedita. Aliquam eaque exercitationem.",583.29
3680,3680,6,Aberto a Propostas,Veniam Porro Solução,"Eos at provident quod earum aliquid vel voluptatum. Beatae modi asperiores harum dolorum.
Repudiandae atque sunt aspernatur.",882.16
3681,3681,3,Projeto Cancelado,Quasi Totam Plataforma,Dolore error corporis. Esse rerum veniam. Cum assumenda quod perferendis amet.,612.47
3682,3682,1,Projeto Concluído,Culpa Eaque Sistema,Fugit vero doloremque alias. Placeat aspernatur saepe. Odio beatae laudantium veritatis quos doloremque est excepturi.,909.51
3683,3683,6,Aberto a Propostas,Incidunt Illo Sistema,Assumenda blanditiis consequatur quia. Fugit quos natus id fugiat non doloribus sunt. Nemo atque architecto molestiae. Qui odit blanditiis expedita laboriosam necessitatibus.,899.73
3684,3684,10,Projeto Concluído,Et Reprehenderit Sistema,Praesentium quis minus similique neque. Culpa animi id natus hic.,405.68
3685,3685,1,Projeto em Execução,Ab Dolor Solução,Voluptatum in vel cupiditate soluta sint ex commodi. Molestiae ex culpa eos hic. Voluptate mollitia corrupti sapiente dolor. Sed maxime aspernatur aliquam maiores consectetur consequuntur.,438.42
3686,3686,6,Projeto Cancelado,Ex Aliquid Solução,Ipsa aut molestiae assumenda veritatis in rerum commodi. Quo laboriosam repudiandae. Porro aspernatur nostrum sint tenetur. Laborum sunt esse.,824.41
3687,3687,2,Aberto a Propostas,Quis Tempora Plataforma,Explicabo aut aperiam odio quidem voluptate odio. Ad maiores aut voluptatem. Debitis voluptatum temporibus perferendis tempora.,764.05
3688,3688,3,Projeto Concluído,Inventore Eveniet Sistema,Quod incidunt suscipit alias praesentium consectetur ad. Laudantium tempore rem illo voluptates officia iste.,911.76
3689,3689,2,Projeto Concluído,Repudiandae Blanditiis Plataforma,Tempora velit tempora minima explicabo nemo eos. Mollitia amet exercitationem dolorum iure laborum voluptate. Vitae non corrupti enim quibusdam neque enim.,279.61
3690,3690,5,Projeto em Execução,Quasi Aperiam Sistema,"Laborum odit dolore molestias. Quae commodi eos.
Sapiente placeat quidem hic suscipit maiores unde. Nulla earum commodi quos necessitatibus at deleniti.",457.46
3691,3691,6,Projeto em Execução,Officiis Corporis Sistema,Earum numquam illum placeat. Velit iusto officiis similique tempore aperiam. Doloremque velit est quos facere. Vel laudantium consectetur omnis error nobis.,48.09
3692,3692,5,Projeto em Execução,Natus Harum Plataforma,Quisquam beatae fugit quae. Quidem alias natus rerum. Consequuntur aliquid maxime veritatis velit nesciunt nesciunt.,355.50
3693,3693,3,Projeto em Execução,Eius Nemo Solução,Quod doloribus dolore et quasi. Dignissimos cumque iure tempora perspiciatis.,573.66
3694,3694,8,Projeto em Execução,Reiciendis Eligendi Sistema,Quod minima nam libero. Rerum sint cupiditate unde illo labore optio. Soluta perferendis molestiae ut. Vel aliquid accusantium ratione ipsa.,432.67
3695,3695,3,Projeto em Execução,Modi Quas Sistema,Mollitia quas natus qui facere animi. Explicabo facere beatae explicabo tempore iste possimus praesentium.,976.92
3696,3696,6,Projeto Concluído,Eaque Optio Sistema,Itaque cupiditate error alias inventore quasi. Doloremque consectetur consequatur reprehenderit minus. Doloribus dignissimos fugit fugit explicabo. Fuga facere incidunt.,623.70
3697,3697,2,Aberto a Propostas,Temporibus Reprehenderit Projeto,"Veritatis voluptas iste.
Architecto iste corrupti omnis. Deleniti assumenda repellendus. Quidem ducimus adipisci aut.
Quod veritatis doloremque magnam.",867.24
3698,3698,4,Projeto em Execução,Esse Fuga Sistema,Deleniti ipsam repellendus voluptatum magnam. A porro perspiciatis nostrum nostrum odio provident. Sequi similique sequi.,565.65
3699,3699,7,Projeto Concluído,Nihil Reprehenderit Solução,Quas fugiat reiciendis nostrum eum fuga rerum quam. Vel voluptate repudiandae dolore magnam.,995.57
3700,3700,1,Projeto Concluído,Maxime Incidunt Plataforma,"Iusto ex cumque unde facere dignissimos rerum. Nisi eum corrupti deserunt reprehenderit aspernatur maiores.
Suscipit praesentium magni nemo quod neque. Necessitatibus eius nostrum quibusdam et.",242.28
3701,3701,3,Projeto Concluído,Dolorem Itaque Sistema,Eos natus officiis iusto occaecati totam id nostrum. Cum deserunt praesentium consequuntur maiores sapiente modi. A pariatur minus numquam illo impedit deleniti est.,466.47
3702,3702,7,Aberto a Propostas,Sint Eligendi Plataforma,Pariatur laudantium voluptatum nulla architecto. Tenetur iusto dolorem totam quas id. Facere vel quisquam voluptates repellat similique deserunt.,412.88
3703,3703,4,Projeto Concluído,Maiores In Plataforma,"Repellat debitis dignissimos deleniti suscipit. Doloremque repudiandae impedit.
Ratione repellat ut cumque. Consequatur consequuntur odio sit fugit itaque.",832.02
3704,3704,9,Projeto Concluído,Ipsam Ut Plataforma,Ipsam eius ducimus rerum est cumque atque itaque. Officia molestiae aliquid quod ex reprehenderit facere nihil. Qui ad non velit praesentium voluptatem.,789.61
3705,3705,8,Aberto a Propostas,Quos Fuga Plataforma,Odio atque accusantium fuga ipsa eius animi. Aut asperiores maxime quas commodi recusandae vero. Officia debitis ex excepturi.,941.20
3706,3706,8,Aberto a Propostas,Temporibus Veniam Projeto,"Quibusdam consequuntur iusto non. Suscipit rerum est laudantium.
Minima eveniet animi occaecati non dolores. Vel voluptates dolorem ea omnis. Accusantium consequuntur laborum autem enim quasi optio.",200.03
3707,3707,3,Aberto a Propostas,Non Perspiciatis Projeto,Nam praesentium harum omnis eligendi id. Perferendis eum voluptatum eligendi facilis. Impedit repudiandae nulla numquam maxime.,919.78
3708,3708,4,Projeto Concluído,Soluta Doloribus Sistema,Illum odio magni sed. Cupiditate tempore rem facilis repellat fuga est perspiciatis.,72.21
3709,3709,6,Projeto Concluído,Optio Quidem Sistema,"Occaecati quidem quod pariatur.
Ad alias eligendi error.
Maiores deleniti officia facilis nesciunt. Minima error iure. Eius explicabo vero inventore quo consectetur.",880.87
3710,3710,5,Projeto em Execução,Animi Magni Sistema,"Soluta distinctio tempore laudantium aliquid. In ea consequuntur optio voluptatibus.
Eius quisquam minima. Praesentium in quae ab. Possimus ab sint mollitia vero.",634.57
3711,3711,5,Projeto em Execução,Assumenda Magnam Projeto,"Deleniti soluta sed in quos nobis eos impedit. Odio cumque deserunt aliquid sapiente omnis.
Eaque earum ab culpa. Natus vero praesentium maxime. Praesentium dignissimos voluptate ipsam.",130.17
3712,3712,6,Projeto em Execução,Tenetur Tenetur Plataforma,Totam commodi quis. Deleniti ex illo asperiores sint.,290.18
3713,3713,9,Projeto Concluído,Eligendi Illo Sistema,Nihil officia hic nemo quos voluptatibus repudiandae. Corrupti quo esse quaerat repellendus.,834.93
3714,3714,7,Projeto Cancelado,Ipsa Voluptatum Sistema,Possimus molestiae dolorem aspernatur optio praesentium. Reiciendis ut distinctio cumque.,598.61
3715,3715,2,Projeto Concluído,Fugit Explicabo Solução,"Beatae rem cum fugiat magnam ex praesentium. Perferendis dolor provident aspernatur similique nihil.
Veniam illo similique sapiente dolorum. Suscipit rerum maxime veniam unde aperiam.",946.16
3716,3716,3,Projeto Concluído,Nobis Pariatur Sistema,Vitae labore perferendis veniam magnam quo. Cumque consequatur ipsum illo neque. Consequuntur perferendis commodi molestias cupiditate facilis vitae. Veniam non illum minus ad iusto odit.,613.19
3717,3717,1,Aberto a Propostas,Ipsa Illum Sistema,"Consequuntur voluptatem consectetur debitis repudiandae sunt nobis exercitationem. Fuga culpa fugit ut.
Sapiente nemo magni vero excepturi nesciunt. Molestias adipisci expedita perferendis.",347.98
3718,3718,8,Projeto Concluído,Totam Labore Projeto,Quia quasi accusamus eaque ipsa voluptatem molestias. Harum dolorem assumenda ipsam impedit quam pariatur ipsum. Dignissimos amet quae cupiditate magnam corrupti modi.,875.68
3719,3719,3,Aberto a Propostas,Explicabo Deserunt Plataforma,Vitae perspiciatis est quis dolorum. Voluptas possimus facere at repudiandae. Sed quo non labore ut libero.,990.04
3720,3720,10,Projeto Concluído,Quis Eveniet Sistema,"Voluptas tempora laboriosam neque eaque perferendis.
Excepturi quo quisquam. Voluptates dolorem quisquam quisquam harum.",910.81
3721,3721,8,Projeto em Execução,Ratione Numquam Projeto,Temporibus exercitationem ducimus itaque quod. Ducimus voluptas sint excepturi error provident. Eveniet quia delectus velit.,703.00
3722,3722,6,Aberto a Propostas,Eum Dolorum Solução,Asperiores possimus corporis alias porro. Esse modi perspiciatis cupiditate non. Accusantium aliquam dicta magnam ab accusantium occaecati.,64.32
3723,3723,6,Projeto Concluído,Repellendus A Projeto,"Optio ipsum recusandae beatae. Et doloribus sed ipsum nulla earum numquam. Atque nam nisi suscipit aliquam molestiae.
Explicabo maiores adipisci eius.",157.08
3724,3724,5,Projeto Concluído,Magnam Et Solução,Nobis cupiditate cupiditate optio exercitationem ullam aperiam. Error quis consequuntur minima inventore nemo eius.,392.79
3725,3725,8,Projeto Concluído,Deleniti Non Sistema,"Alias harum nihil optio delectus itaque. Similique enim dolorem porro quae at aspernatur.
Nostrum adipisci non facilis.
Ipsa accusamus veniam esse aspernatur qui. Fuga fuga provident.",701.51
3726,3726,4,Projeto Concluído,Eveniet Qui Sistema,"Repellat nostrum harum quod voluptatem aliquid aliquam. Quia occaecati et corrupti impedit illum.
Officiis quo optio sunt impedit.",843.02
3727,3727,3,Aberto a Propostas,Laborum Corporis Sistema,"Voluptatem molestias dolores reprehenderit.
Magni cum illum deserunt cumque. Maiores distinctio corrupti iure perspiciatis a consequatur quam.",457.00
3728,3728,10,Projeto Concluído,Voluptas Dolor Projeto,Nulla ipsum molestiae vel molestias voluptatibus. Quia dicta modi. Iusto sapiente laudantium tempora facilis cum.,195.78
3729,3729,6,Projeto Concluído,Sunt Labore Projeto,Nulla minus optio nam iste ipsum. Voluptas quam molestias ab ab voluptate. Harum et eaque voluptates praesentium.,608.71
3730,3730,6,Aberto a Propostas,Incidunt A Projeto,Placeat occaecati esse excepturi quasi excepturi magnam. At eos dolorem ab suscipit dolores ullam. Minima quasi amet dolor.,261.05
3731,3731,2,Projeto Concluído,Delectus Cumque Solução,"Eveniet aliquam perspiciatis sit exercitationem. Pariatur ullam dignissimos ab itaque.
Ducimus ducimus repellat.
Eius modi eius eligendi aut. Iste ut voluptatibus ad. Atque natus laboriosam eum esse.",826.57
3732,3732,1,Aberto a Propostas,Tenetur Natus Projeto,Ad natus iusto voluptatem explicabo possimus sapiente. Pariatur eligendi quas sint possimus debitis. Voluptatibus reprehenderit reiciendis sit totam.,509.61
3733,3733,9,Aberto a Propostas,Nam Autem Solução,"Neque nemo quaerat libero quae aliquam. Atque a pariatur eos accusantium dolor. Necessitatibus molestiae autem quisquam laboriosam.
Eius delectus dignissimos optio. Eos ab excepturi ad fugit.",16.17
3734,3734,7,Projeto Concluído,Deserunt Dicta Plataforma,"Asperiores molestias neque tempora. Reiciendis excepturi optio eius cupiditate.
Magnam unde placeat. Similique rem ducimus saepe voluptate iure magni. Necessitatibus ut nostrum rerum fuga.",235.23
3735,3735,7,Projeto em Execução,Accusamus Commodi Plataforma,"Maiores delectus ad consequuntur. Vel debitis cupiditate quas sit veniam.
Eligendi molestiae minus dolore. Ut ea cum quasi accusantium.",923.18
3736,3736,5,Aberto a Propostas,Est Facere Sistema,"Consequatur dolores dolor laudantium repellendus natus reprehenderit. Ullam accusantium rem similique neque excepturi.
Corporis veritatis totam. Vel doloremque quasi dolores quod quo rerum cumque.",866.57
3737,3737,9,Projeto Concluído,Error Iusto Plataforma,"In ipsum ea saepe. Ipsum quia nam beatae molestias ex quod.
Commodi nostrum commodi ex. Dolor modi nihil adipisci animi.",816.03
3738,3738,10,Projeto Concluído,Nihil Illo Plataforma,Sapiente fugit non deleniti. Libero fugiat iure quidem non nam laudantium beatae.,128.91
3739,3739,5,Projeto Concluído,Cum Quia Projeto,"Voluptas deserunt quam distinctio optio. Illum provident tempora excepturi nam qui dicta. Sunt reprehenderit cupiditate iure quam.
Similique odit distinctio. Quis nemo dicta inventore earum.",913.58
3740,3740,4,Projeto em Execução,Ab Ipsam Plataforma,"Ipsum officia nostrum. Neque reprehenderit assumenda.
Quas odio in recusandae voluptates.",549.87
3741,3741,6,Aberto a Propostas,Totam Quasi Plataforma,"Enim nemo aliquid. Harum temporibus laborum corrupti nulla quia sit. Laboriosam est sapiente temporibus.
A tempore officiis nisi. Ipsam quis hic voluptatum.",262.60
3742,3742,6,Projeto em Execução,Laudantium Non Solução,Pariatur tempora doloremque sit modi. Rerum dolorum similique exercitationem esse consequuntur.,173.34
3743,3743,4,Projeto Concluído,Eveniet Soluta Plataforma,Veniam sed quidem fugit fuga officiis. Quibusdam saepe ipsum laudantium facere aspernatur molestias. Dolorum ducimus tempora culpa perferendis optio.,749.05
3744,3744,3,Projeto em Execução,Omnis Exercitationem Projeto,Eaque aliquam quos necessitatibus molestiae quidem officiis rem. Ex maxime expedita similique. Itaque dicta officiis dolore quas aperiam.,33.13
3745,3745,8,Projeto Concluído,Doloribus Adipisci Projeto,"Iste quaerat perferendis doloribus esse. Molestiae inventore asperiores fugit voluptates. Quibusdam ex soluta sit.
Eos ipsum nobis optio animi beatae fugit.
Illo hic quam non ut.",386.27
3746,3746,3,Aberto a Propostas,Pariatur Quaerat Sistema,Doloremque vero culpa provident dicta quae ab voluptates. Earum consectetur repellat omnis alias minima amet deleniti.,354.93
3747,3747,5,Projeto em Execução,Amet Cum Projeto,"Commodi reprehenderit nesciunt minima fugiat. Quibusdam delectus vel laborum. Vitae enim perspiciatis laborum alias est molestias.
A hic quaerat minima aliquam reprehenderit id veniam.",296.29
3748,3748,2,Aberto a Propostas,Optio Quisquam Plataforma,"Suscipit ipsam unde at amet porro dicta iusto.
Sed incidunt nobis illo quas. Consequuntur provident ipsa alias similique illo eius. Tempore quis nihil veniam earum voluptate maxime.",239.02
3749,3749,10,Projeto Concluído,Illo Vitae Plataforma,"Quaerat officiis ad commodi harum.
Provident eos voluptatibus. Quod consectetur nam occaecati.
Dolores magnam quas. Quos sint perspiciatis eius enim neque.",529.11
3750,3750,6,Projeto em Execução,Quia Nam Sistema,"Suscipit maiores vero facere quis id. Aut quis quam.
Itaque beatae ducimus. Aspernatur rem quaerat illum consequuntur.",136.69
3751,3751,1,Projeto em Execução,Reprehenderit Iusto Plataforma,Maxime officiis veniam sint at excepturi. Sunt dolore minima ipsa.,776.88
3752,3752,9,Aberto a Propostas,Nobis Libero Plataforma,Ab repudiandae accusantium ut. Odit rem voluptas tempore facilis suscipit. At porro laborum repellendus quo maiores.,486.21
3753,3753,10,Projeto Concluído,Optio Exercitationem Solução,Iure deleniti ducimus saepe voluptate est. Officia harum autem suscipit fuga.,490.97
3754,3754,6,Aberto a Propostas,Sunt A Projeto,Rem aliquam sint libero at nulla. Incidunt sit eum quaerat.,99.31
3755,3755,2,Aberto a Propostas,Dolor Modi Projeto,"Explicabo accusantium sint. Debitis officiis sint ut nostrum. Quas quae minima.
Optio autem neque amet nihil rem. Beatae quod iusto praesentium. Excepturi itaque veniam magni ea aut.",937.90
3756,3756,2,Projeto em Execução,Commodi Est Projeto,Rerum porro quibusdam illum eveniet eligendi unde commodi. Dolor voluptatem possimus.,468.20
3757,3757,9,Projeto em Execução,Ab Minima Solução,"Voluptates quisquam debitis voluptas. Debitis laborum ea eum iste impedit.
Eum quae culpa sed molestias minima ut. Maiores ducimus non necessitatibus nemo asperiores.",716.27
3758,3758,7,Projeto em Execução,Iusto Architecto Sistema,Ullam similique omnis necessitatibus blanditiis occaecati. Magnam aliquam fugit exercitationem.,368.79
3759,3759,5,Projeto Concluído,Voluptate Velit Projeto,"Sint adipisci odit eveniet earum. Amet molestias beatae facere. Sunt est quasi maiores.
Quisquam ipsum a atque. A deserunt quam. Officiis ex sunt corrupti blanditiis repellendus.",15.09
3760,3760,8,Projeto Concluído,Natus Ullam Sistema,Accusamus nihil ullam. Praesentium necessitatibus perspiciatis quo corporis. Aspernatur facilis asperiores voluptatem.,376.27
3761,3761,2,Projeto Concluído,Architecto Accusamus Plataforma,"Ipsam natus saepe reprehenderit quis cum. Reprehenderit consequatur laborum totam.
Iure provident rem consequuntur. Deleniti est vitae quia similique eaque ad dignissimos.",387.13
3762,3762,2,Aberto a Propostas,Laudantium Totam Plataforma,"Saepe asperiores dolores. Molestias magni exercitationem cupiditate sed.
Non sunt illo asperiores nesciunt dolorem placeat. Eos nulla aliquid fuga harum.",625.74
3763,3763,3,Projeto Concluído,Cum Odit Sistema,Quo iusto veritatis reiciendis nemo reiciendis exercitationem voluptas. Officiis eligendi sit amet iste.,529.45
3764,3764,1,Projeto Concluído,Corporis Maiores Plataforma,Quis molestiae illum nulla laborum fugiat vitae. Illum iusto nostrum excepturi incidunt sint sed. Animi ipsum dolorum delectus. Exercitationem minima quisquam culpa occaecati minus aperiam.,739.19
3765,3765,4,Projeto Cancelado,Quisquam Beatae Projeto,"Delectus cupiditate dolor consequuntur atque possimus pariatur. Tenetur rem aperiam asperiores sint aliquam.
Error blanditiis eius sunt voluptate at.",823.66
3766,3766,5,Projeto em Execução,Officiis Neque Sistema,Facilis quisquam ipsum unde reiciendis nulla quo. Fugiat numquam incidunt sed dignissimos similique. Commodi inventore consequuntur blanditiis velit quam.,33.84
3767,3767,8,Projeto Concluído,Laboriosam Quo Sistema,"Quam modi repellat quas doloremque id. Quis iste maxime illum placeat nostrum unde reprehenderit.
Quia ipsa suscipit voluptatem quae. Magnam pariatur dolor.",686.14
3768,3768,6,Projeto Cancelado,Aliquam Excepturi Projeto,Fuga possimus sint assumenda temporibus aliquid. Inventore magni dolore nihil facilis.,345.61
3769,3769,6,Projeto Concluído,Expedita Consectetur Solução,"Nulla magni inventore error. Voluptatum ullam quidem sint alias nihil beatae.
Laudantium cum nam. Ut eligendi sunt earum. Consequuntur suscipit saepe accusantium accusantium dolorem.",375.46
3770,3770,3,Projeto em Execução,Ad Nulla Sistema,"Animi doloremque accusantium omnis quo.
Ea suscipit temporibus suscipit. Consequuntur aspernatur corrupti incidunt recusandae suscipit.",204.11
3771,3771,3,Projeto Concluído,Aliquid Assumenda Solução,Quia nisi ad maxime similique cum pariatur. Reprehenderit provident eius doloremque omnis. Impedit dolores officiis quisquam sunt unde fuga.,755.43
3772,3772,8,Projeto Cancelado,Veritatis Et Plataforma,Necessitatibus facilis consequuntur quam. Officia ullam accusantium consequuntur incidunt eum. Assumenda aperiam fugit vel fugiat et libero.,317.55
3773,3773,4,Projeto Concluído,Enim Quasi Projeto,"Illo aliquam illum totam. Fugiat inventore voluptate maxime harum odio. Nemo voluptates adipisci consectetur expedita vel fugit.
Assumenda ad eos. Iste at dolorem ut cum deserunt nemo.",491.62
3774,3774,1,Projeto em Execução,Iure Quam Plataforma,"Incidunt ipsa magni cupiditate iusto soluta nam optio. Rem eveniet in culpa velit illo.
Beatae nisi dicta nam totam. Aspernatur sed doloremque doloremque fuga.",29.00
3775,3775,8,Aberto a Propostas,Voluptates A Solução,Tenetur non hic sequi consectetur. Sint ducimus ex ipsa explicabo temporibus explicabo. Ipsam adipisci aspernatur sunt voluptatibus similique. Magni dignissimos quam.,900.18
3776,3776,10,Aberto a Propostas,Facilis Dolorem Solução,"Nobis facere quam. Voluptatem fugit adipisci harum minus.
Eos sequi perferendis saepe. Nisi aliquid commodi fuga sit distinctio cum.",518.41
3777,3777,9,Projeto Concluído,Aut Nostrum Plataforma,"Deserunt assumenda deserunt voluptas. Fuga maxime rem ea minus exercitationem provident.
Optio reiciendis ducimus repellendus vitae dignissimos ut. Temporibus id atque dolore.",362.12
3778,3778,8,Projeto Cancelado,Expedita Similique Sistema,"Quia voluptates laboriosam vel distinctio eligendi tenetur. Tenetur similique dolores enim deleniti.
Quaerat consectetur quibusdam. Laboriosam dolores dolore optio necessitatibus nobis.",239.71
3779,3779,1,Projeto Concluído,Molestias Itaque Sistema,"Reprehenderit tenetur ut vel. Ipsam iusto molestiae eaque voluptate corporis. Eos qui vitae suscipit dolor.
Magni maxime ratione rem cum. Voluptatibus nihil cum eveniet beatae aliquid. Non hic ipsum.",647.83
3780,3780,4,Projeto Concluído,Animi Ipsam Solução,Quia accusamus atque ea sequi molestiae. Cum perferendis veritatis eius fugiat ab suscipit vel.,56.61
3781,3781,1,Projeto em Execução,Iste Commodi Plataforma,Magnam dolor animi ea. Ipsum soluta quaerat saepe. Iste debitis incidunt tenetur modi.,186.66
3782,3782,8,Projeto em Execução,Voluptatibus Harum Projeto,Cumque debitis sunt eos maiores. Ipsum explicabo qui explicabo optio. Asperiores aliquam voluptatibus quasi provident itaque officiis.,390.77
3783,3783,2,Projeto em Execução,Facere Debitis Sistema,Assumenda voluptates ab nostrum dolorum. Cum nemo a voluptatibus nobis. Consequuntur fugit odio ad optio quasi.,253.08
3784,3784,7,Projeto Concluído,Quasi Sint Plataforma,"Amet rerum non expedita ducimus excepturi iure. Voluptatem neque debitis iure blanditiis totam reiciendis. Ad et sequi.
Debitis magni amet cupiditate numquam cum.",105.74
3785,3785,7,Projeto Cancelado,Soluta Rerum Sistema,"Dignissimos eum explicabo temporibus vero soluta reprehenderit. Incidunt pariatur dolor molestiae optio veniam provident. Magni perspiciatis saepe quae nisi.
Non suscipit quod consectetur in.",881.22
3786,3786,1,Projeto em Execução,Quas Facilis Plataforma,Deserunt consequuntur perferendis modi tenetur quo soluta. Eligendi quos dolorem repellendus quis deserunt.,672.76
3787,3787,2,Aberto a Propostas,Excepturi Nostrum Sistema,"Excepturi a impedit soluta. Deleniti deserunt cumque consequuntur rerum voluptates.
Harum magnam corporis autem. Id quae alias quibusdam quis.",465.40
3788,3788,7,Aberto a Propostas,Id Vitae Solução,Veritatis ad quis nulla placeat illum ad. Pariatur impedit vero praesentium omnis laboriosam. Ea et exercitationem vel aut aliquam. Ullam quis nemo delectus delectus.,14.81
3789,3789,7,Aberto a Propostas,Nam Maiores Solução,"Alias sapiente rerum adipisci. Est iste nulla laborum quasi.
Expedita quo accusantium cupiditate. Eveniet accusantium odio deleniti officia eveniet.",308.79
3790,3790,3,Projeto em Execução,Dolorum Minus Sistema,"Corporis voluptatem porro numquam. At officiis dicta. Facilis iusto aliquam dolor quam.
Nam veniam nesciunt neque dignissimos deserunt consequuntur. Vitae adipisci nulla vel vel molestiae ducimus.",785.31
3791,3791,4,Projeto em Execução,Rem Facilis Projeto,"Magni deleniti ut non officia totam numquam. Quos autem eaque itaque id libero.
Quo repellat molestiae voluptatum numquam molestias aspernatur sed. Incidunt tempore veritatis itaque.",203.56
3792,3792,2,Aberto a Propostas,Debitis Quidem Projeto,Ullam fugit dolor voluptatem nisi. Eos iure asperiores ipsam aliquam laborum sed voluptatum. Maxime accusamus dicta dolor voluptates odit velit explicabo. Voluptatum quae aut quibusdam eos.,535.03
3793,3793,4,Projeto Cancelado,Nobis Dolore Sistema,Rem aut exercitationem nulla consequuntur ipsa cumque. Totam labore repellat debitis. Odit amet quaerat vero blanditiis fugiat.,248.58
3794,3794,3,Aberto a Propostas,Voluptate Maxime Sistema,"Qui soluta tenetur dignissimos amet sunt. Culpa consequatur nihil. Facere dolorum inventore eos.
Quas expedita quaerat fugit. Pariatur magni ea quo. Placeat error officia delectus veniam error.",987.98
3795,3795,8,Aberto a Propostas,Esse Adipisci Solução,Fuga quisquam placeat. Corporis veniam saepe modi expedita illum.,407.51
3796,3796,8,Projeto Cancelado,Iure Amet Plataforma,Quaerat ratione doloremque illo explicabo iure iure. Provident sunt velit tenetur. Vero excepturi consequuntur repellendus hic facilis quia.,775.35
3797,3797,6,Projeto Cancelado,Pariatur Nobis Solução,Laboriosam saepe sunt voluptatum. Autem molestiae ut ea quisquam tenetur. Quis accusantium amet repellendus maxime laudantium modi. Blanditiis excepturi ad ipsa similique.,218.73
3798,3798,10,Projeto em Execução,Beatae Nisi Solução,Consequatur error vero quia libero assumenda. Cumque repellendus modi adipisci ea quod. Repellat nesciunt necessitatibus distinctio quibusdam. Aperiam dolore reprehenderit suscipit ipsam eaque.,37.78
3799,3799,10,Aberto a Propostas,Ipsa Quibusdam Projeto,A repellendus asperiores magni porro dolores. Ad doloremque sed adipisci dolor. Exercitationem soluta asperiores perferendis accusamus accusamus.,342.48
3800,3800,10,Aberto a Propostas,Explicabo Voluptatum Plataforma,"Ipsa aliquid architecto et. Et laborum in modi ipsa aliquid saepe. Suscipit illum distinctio ipsum eveniet aliquam. Occaecati dolorum aut nisi.
Et tenetur modi nihil.",295.58
