id,id_projeto,id_freelancer,status_proposta,valor_proposta,prazo_entrega,descricao
4471,4471,84,Pendente,7538.63,2025-05-16 04:13:02,"Dicta mollitia accusamus dolorem quos excepturi temporibus. Delectus laudantium recusandae aspernatur pariatur iure.
Fugiat quam debitis optio reiciendis quod. Enim tempora modi vel minima. Nostrum blanditiis iusto sit.
Impedit recusandae voluptas non. Nesciunt expedita id fugiat enim numquam. A velit inventore earum assumenda magni."
4472,4472,1508,Aceita/Finalizada,6108.56,2025-05-16 10:50:41,"Voluptatum iure voluptates. Saepe quo accusantium soluta consequatur esse. Eum incidunt dicta.
Ipsa corporis reiciendis. Alias quaerat laudantium doloremque eius ut. Quam dolor pariatur vero incidunt. Omnis delectus alias itaque cum."
4473,4473,720,Cancelada,6641.02,2025-05-20 02:32:41,"Enim ex consequuntur pariatur dolorem eveniet. Soluta illum totam dolorum labore repudiandae.
Eveniet eveniet quas voluptatibus odio vel ut. Nesciunt consequuntur esse blanditiis itaque exercitationem. Quae officia veniam dolores dicta iste.
Tempore deleniti earum dicta in quisquam. Expedita quia nam deserunt."
4474,4474,1691,Aceita/Finalizada,2607.34,2025-05-19 07:22:21,"Voluptates consectetur qui nisi. Rem eius vero unde nulla sapiente.
Recusandae vero laudantium quis omnis debitis numquam. Mollitia consequatur earum necessitatibus veritatis. Eveniet impedit error nesciunt deleniti ea. Doloremque asperiores magni facilis.
Earum explicabo corporis sit labore. Distinctio eius corrupti praesentium eius at omnis non."
4475,4475,1413,Pendente,9501.64,2025-05-13 16:12:30,"Sapiente beatae commodi suscipit expedita temporibus. Facere mollitia illum accusantium reprehenderit. Tempora sunt asperiores dolor quo.
Autem et qui quibusdam ipsa minima. Doloremque atque possimus eaque iusto vitae. Delectus neque nostrum deserunt."
4476,4476,74,Aceita/Finalizada,1213.23,2025-05-21 04:20:32,"Rem quo nobis magni sequi provident ratione. Laboriosam sed tempora officia explicabo.
Minus eum deserunt at optio.
Facilis explicabo ut corrupti.
Voluptas beatae maxime sunt unde. Alias accusantium minima veritatis dicta impedit facilis.
Vero numquam autem excepturi amet quod. Corporis voluptatum assumenda architecto nam a quos."
4477,4477,852,Pendente,529.20,2025-05-17 21:36:58,"Quod earum reiciendis eius dolor commodi perferendis. Laboriosam voluptatem enim perspiciatis iste mollitia reiciendis. Ea consectetur perferendis quae.
Labore quo quasi corporis. Ex fugiat ipsa ad commodi laborum temporibus.
Voluptatum labore similique eum voluptatem dolorum libero vero. Rem ab est incidunt quod. A alias expedita rerum ad."
4478,4478,1619,Aceita/Finalizada,5341.18,2025-05-16 18:25:12,"Vel inventore earum ut ratione eos. Distinctio aspernatur quaerat.
Nihil molestias sapiente eum odit non modi. Enim voluptate earum temporibus omnis aperiam. Eaque nesciunt nam fugiat a natus deleniti.
Reprehenderit quasi nesciunt dolorum. Harum optio veniam nemo consequuntur cum exercitationem."
4479,4479,895,Pendente,2882.26,2025-05-21 12:45:33,"Totam sed voluptatum aliquam quidem. Minima tenetur sequi porro. Nam adipisci nisi cumque.
Nulla blanditiis deleniti id esse. Unde laudantium eum ipsa deleniti unde in. Laboriosam magni aliquam repellendus dolore illo.
Blanditiis incidunt laboriosam. Architecto ex explicabo qui enim. Maiores incidunt facilis doloribus."
4480,4480,2524,Aceita/Finalizada,9604.19,2025-05-16 12:26:56,"Maxime consequuntur inventore unde autem ipsum minus. Corporis accusantium tempora quia tenetur quae non sint. Nihil doloremque neque sint.
Soluta officia soluta ad nisi modi facere ipsam. Mollitia est necessitatibus sit hic vel. Eos cupiditate voluptates harum expedita dolore odio dignissimos."
4481,4481,2398,Aceita/Finalizada,3948.47,2025-05-11 17:19:26,"Id praesentium vero exercitationem. Officia eum recusandae natus fugit. Modi qui amet eius omnis laboriosam tempore.
Perferendis molestiae beatae odit corporis fuga. Laborum sunt laborum ipsam eaque amet alias mollitia. Similique animi architecto fuga. Soluta a sint porro sunt deleniti."
4482,4482,2529,Recusada,1463.42,2025-05-13 13:00:49,"Debitis optio cupiditate quibusdam sint quis.
Culpa ab reprehenderit aut recusandae natus quas. Eveniet blanditiis nihil.
Unde ad perferendis sunt voluptas iste at repellat. Aut optio distinctio reiciendis accusantium. Totam aliquam amet blanditiis dolores."
4483,4483,284,Aceita/Finalizada,8047.64,2025-05-11 22:29:12,"Beatae esse rerum deleniti adipisci officiis quis. Pariatur similique animi iusto facilis. Laborum perspiciatis sit qui eveniet nesciunt quae.
Recusandae blanditiis ipsam omnis. Magni doloribus id molestiae. Et explicabo qui corporis sunt."
4484,4484,1562,Aceita/Finalizada,8370.72,2025-05-16 14:31:46,"Sed magnam ullam saepe mollitia suscipit omnis. Praesentium temporibus possimus.
Rerum magnam aut beatae. Exercitationem expedita porro minima.
Voluptatem praesentium libero. Repellendus repudiandae quasi sed eveniet doloribus voluptatem. Porro quas mollitia dolorem illum vero."
4485,4485,316,Aceita/Finalizada,6596.39,2025-05-21 15:57:44,"Delectus laborum qui explicabo. Et placeat vel fugiat tempora architecto. Itaque fugiat magni rerum quidem nesciunt.
Mollitia amet dicta nostrum atque dicta sint sint. Consectetur commodi maiores provident. Quam in aliquid doloribus facere.
Nesciunt ad ab eligendi ratione numquam fuga. Voluptatibus eligendi ipsum facere nostrum aut quis."
4486,4486,2311,Aceita/Finalizada,3115.20,2025-05-16 09:25:18,"Odit in reprehenderit repellendus ad corrupti architecto. Laudantium laboriosam nesciunt recusandae. Quod omnis nulla officia blanditiis.
Totam quae id aspernatur. Neque nemo consectetur.
Tenetur iste adipisci quod facilis. Magni deserunt iusto rem."
4487,4487,1194,Pendente,320.81,2025-05-14 15:17:52,"Distinctio nam possimus eum explicabo quis debitis. Rerum quam voluptatem. Veniam nesciunt repellendus voluptate eum sit quas.
Debitis repudiandae ab distinctio.
Nesciunt aliquid explicabo rem voluptate fuga asperiores. Eos accusamus corporis illum dolore illum itaque totam."
4488,4488,655,Pendente,7860.67,2025-05-15 21:51:34,"Totam ab libero magni quae. Voluptatibus quas accusamus nulla.
Sunt nobis corrupti iste. Illo eveniet reiciendis labore repudiandae.
Quam quia consequuntur quam dolorem. Cupiditate alias dolorum nobis ullam blanditiis voluptas.
Animi cupiditate a aliquam sunt."
4489,4489,2961,Aceita/Finalizada,780.24,2025-05-18 13:43:46,"Tempore voluptatibus aperiam esse nisi. Eos molestiae nostrum eius accusantium maxime facilis. Enim occaecati fugiat inventore incidunt nostrum.
Soluta magnam amet delectus distinctio ut libero. Laborum at quos sunt at accusamus veniam."
4490,4490,1961,Aceita/Em Andamento,6099.04,2025-05-18 13:38:26,"Repellendus qui aperiam vero velit. Ratione error vero debitis magni qui aliquid. Beatae recusandae perferendis beatae fuga voluptatum saepe.
Expedita suscipit tenetur fuga. Asperiores consequatur quibusdam libero quaerat quisquam. Ipsam alias ex."
4491,4491,1336,Aceita/Finalizada,2365.21,2025-05-13 22:29:02,"Saepe sequi incidunt exercitationem occaecati alias. Repellendus assumenda provident officiis pariatur. Vero aut aliquid expedita recusandae.
Cumque ullam iure. Adipisci maiores laudantium amet illo repudiandae. Repellendus cumque cum minima eaque."
4492,4492,2153,Cancelada,7327.18,2025-05-20 01:44:10,"Tenetur sapiente id eos sequi dicta nulla voluptatem. Laborum commodi velit autem iste alias repellendus. Totam sapiente non sequi dolorem. Excepturi reprehenderit similique magni.
Voluptas magnam aliquid dolor accusantium et."
4493,4493,1862,Pendente,916.07,2025-05-13 07:57:21,"Optio ex libero placeat porro reprehenderit perspiciatis. At temporibus fugiat. Adipisci saepe laborum ut hic ipsa veritatis.
Expedita enim asperiores ut doloribus quasi eum. Excepturi a totam vel. Similique fugiat nesciunt dolore officia non.
Aspernatur adipisci ea soluta eaque voluptate. Soluta maiores quasi quo quis sint in."
4494,4494,2137,Cancelada,6519.70,2025-05-21 14:06:02,"Molestias magni culpa facilis veritatis enim. Aperiam cum dignissimos pariatur aspernatur.
Rerum at voluptate ratione. Deserunt est dolore.
Incidunt delectus repellat enim numquam deleniti recusandae. Sequi quas placeat dolorem placeat commodi amet. Nobis laudantium nostrum quidem optio quis ex.
Assumenda voluptatum unde beatae."
4495,4495,2306,Aceita/Finalizada,9614.41,2025-05-11 23:58:05,"Laborum laborum cupiditate voluptas autem nam explicabo.
Repellendus voluptatum laborum odit minima. Magnam hic eum reprehenderit.
Voluptates corrupti laboriosam voluptatem. Animi id perspiciatis deserunt ab sunt culpa. Modi corporis dolores unde tenetur."
4496,4496,2832,Recusada,2551.99,2025-05-21 01:09:56,"Delectus harum eos ipsa. Culpa totam facere quas alias provident.
Accusantium accusamus adipisci sunt consequuntur aliquid laboriosam. Suscipit perspiciatis praesentium voluptatem.
Recusandae provident eum reiciendis dolore.
Repellendus iure minus recusandae beatae quas. Ipsa laudantium impedit sapiente officia in. Earum ducimus id quasi rerum."
4497,4497,1088,Aceita/Finalizada,6127.89,2025-05-10 05:05:15,"Illum enim voluptate incidunt laboriosam dolore asperiores vel. Sequi quaerat ratione tempore. Quasi ratione nihil dicta. Consectetur nihil exercitationem occaecati.
Praesentium atque voluptatum architecto. Repellendus explicabo aperiam inventore harum tempora."
4498,4498,294,Aceita/Em Andamento,999.09,2025-05-16 09:39:49,"Quisquam iure maxime ratione vitae labore consectetur. Enim at error beatae cum officia.
Consectetur porro repudiandae blanditiis. Officia iste porro quis quo eaque.
Minima accusamus labore a. Eum molestiae expedita officia. Adipisci accusamus vel repellendus impedit reiciendis."
4499,4499,887,Pendente,8232.34,2025-05-20 04:01:41,"Animi asperiores totam animi soluta quasi. Quisquam magni dolor tenetur error maxime.
Recusandae aperiam ducimus eveniet.
Iusto laboriosam blanditiis ea. Voluptates tempore explicabo rerum dolore. Quaerat nostrum aperiam recusandae eum. Ullam odit deleniti reiciendis."
4500,4500,1910,Recusada,203.35,2025-05-15 00:13:20,"Neque dolorem nemo officia. Minima voluptates aliquam. Expedita pariatur impedit tempora ipsam quasi.
Quasi tenetur deleniti omnis autem veniam eius. Amet veniam laboriosam repellat est aliquid voluptates. Nesciunt incidunt eaque qui.
Tempora error sapiente ipsum iure. Occaecati et velit error repellat soluta aut."
4501,4501,966,Recusada,5467.17,2025-05-13 16:22:07,"Itaque atque cumque iste inventore. Quasi ducimus ipsum nihil illum blanditiis delectus.
Maxime modi eligendi sequi iste sit dolores.
Saepe ab fuga repellendus facilis. Ea asperiores maxime provident nihil eos vero. Omnis nulla molestias optio.
Eligendi vero culpa at. Ex eum architecto quasi fuga."
4502,4502,2544,Aceita/Finalizada,8022.15,2025-05-10 06:23:18,"Maiores eum inventore consequuntur maiores libero quos. Vel explicabo et aliquid vel nam. Eligendi nobis veniam qui eligendi cum vel.
Vero earum omnis. Dolore aliquid doloribus aperiam quidem. Corporis quaerat unde tenetur."
4503,4503,1655,Aceita/Finalizada,7733.62,2025-05-11 09:56:39,"Adipisci ab molestias mollitia doloribus facere amet.
Nesciunt amet est ipsam. Blanditiis est impedit suscipit id. Soluta libero accusantium. Laudantium maxime tempora esse tempore odit commodi.
Sapiente voluptatum ad vel. Fuga omnis provident.
Itaque delectus quibusdam neque.
Eligendi exercitationem sint in rerum."
4504,4504,1015,Pendente,904.65,2025-05-11 03:00:43,"Officia molestiae consequuntur neque. Minima quibusdam mollitia minus reprehenderit.
Facilis quam veritatis quae quos delectus. Ipsum numquam optio assumenda nesciunt. Et aperiam doloremque neque voluptatibus impedit.
Possimus soluta at. Id tempora asperiores error similique molestias debitis."
4505,4505,2226,Aceita/Finalizada,278.07,2025-05-12 18:45:06,"Dicta nam laboriosam dignissimos doloribus. Delectus pariatur amet dolor iure.
Unde dignissimos aut consequuntur sint doloremque.
Facere eum suscipit non totam. Id perferendis suscipit. Libero illum tempora occaecati quaerat accusantium.
Eos veniam sapiente quibusdam perspiciatis vel. Debitis nostrum id sequi. Molestias quas molestiae quasi aut."
4506,4506,251,Aceita/Finalizada,6448.87,2025-05-16 13:38:45,"Officia voluptas saepe optio praesentium facere. Accusantium corporis assumenda. Dolor amet cum voluptates impedit sit.
Odit laudantium quo quibusdam autem recusandae atque. Odit natus totam eaque ducimus fugiat. Sequi porro pariatur error sit.
Harum iste facilis."
4507,4507,1965,Aceita/Finalizada,9027.34,2025-05-13 06:06:58,"Quaerat nulla nihil adipisci modi. Ad sit quis quas voluptatem sit eos. Distinctio iure odit accusamus consequatur facilis.
Dicta aspernatur quisquam totam ab quae placeat. Voluptatum quos quidem illo.
Dolore deleniti dolores quo tenetur. Delectus earum ipsam non repellat. Magnam nihil accusamus voluptates molestias eius commodi."
4508,4508,2136,Recusada,8157.45,2025-05-10 15:16:59,"Aspernatur velit distinctio doloremque. Praesentium et ut itaque quae. Itaque eos rem quaerat delectus.
Culpa magni qui quo laudantium. Debitis provident consectetur quod nostrum sint ducimus consequatur. Vel quibusdam rerum est voluptatibus.
Nulla a quas hic odit ipsam voluptatum. Numquam accusantium repellat expedita."
4509,4509,1142,Aceita/Em Andamento,6312.65,2025-05-18 21:35:08,"Doloremque pariatur suscipit quidem sunt sunt animi. Placeat sequi aliquam harum temporibus.
Voluptas doloremque incidunt explicabo. Consequuntur libero quam culpa atque ipsa. Nemo ea consectetur iusto saepe veritatis.
Velit quo doloribus voluptatem cumque totam ipsa. Explicabo praesentium sequi quibusdam aliquid labore dolorum ipsum."
4510,4510,225,Aceita/Finalizada,3945.65,2025-05-16 08:24:25,"Sequi deleniti in pariatur. Quibusdam reiciendis quos quidem. Similique iure consequatur error.
Saepe voluptatum aliquid provident. Facilis in debitis officia rerum similique aspernatur. Aliquid dicta beatae voluptatibus.
Facere expedita rerum enim. Incidunt error quisquam est magni."
4511,4511,548,Cancelada,6394.26,2025-05-11 09:48:30,"Quis rerum occaecati magnam magni illum ullam blanditiis. Sit in explicabo itaque.
Doloribus dolorum consequuntur neque dignissimos vero sed. Sunt saepe fuga nulla voluptas eaque labore quisquam. Consequatur labore reprehenderit dicta soluta mollitia."
4512,4512,61,Pendente,1278.04,2025-05-14 04:39:21,"Ipsam sed ullam rem natus quod. Perferendis dignissimos nulla quisquam illum. Alias at quo molestiae alias cumque similique voluptas.
Laudantium culpa quidem hic. Quos neque facere dicta sit quo. Dolores eligendi omnis asperiores cupiditate facilis."
4513,4513,2582,Recusada,7641.16,2025-05-18 05:59:12,"Placeat cupiditate magni quia. Id accusamus eligendi amet. Similique pariatur repellat recusandae officiis libero ipsa.
Vero est tempore dicta quam minima. Officia nisi amet ullam consectetur sed ipsam. Excepturi tempore perspiciatis non deleniti laboriosam laudantium.
Illum id neque error ducimus ut. Eius fugiat earum at."
4514,4514,12,Pendente,227.75,2025-05-08 22:35:15,"Quaerat quaerat aliquid dolorem ad quo nihil. Voluptatum est quas rem numquam architecto voluptatum. In modi quas repellendus hic rerum corrupti.
Blanditiis dignissimos vel nisi. Dolores explicabo aspernatur nisi.
Rem nesciunt quidem ducimus vero. Provident recusandae aut cupiditate. Dignissimos similique nesciunt itaque consectetur."
4515,4515,1221,Recusada,7820.98,2025-05-14 05:08:53,"Explicabo numquam explicabo quasi porro tempore ut voluptatibus. Ducimus similique commodi dolores nostrum error maiores. Voluptatum quae cupiditate sed sit consequuntur laudantium.
Laborum vel nam nam. Sint nesciunt fugit omnis minus. Cum quibusdam veritatis architecto maxime qui."
4516,4516,787,Aceita/Finalizada,7871.74,2025-05-20 21:24:38,"Minima atque officia tempora ea similique fugit. Quaerat quibusdam placeat corrupti dolor dolorem dolores animi. Nisi totam vitae unde earum.
Eius dolor iure illo veniam aliquid consectetur.
Ipsam nemo reprehenderit officia esse quam. Ratione nemo corporis inventore laborum voluptas soluta. Iure pariatur corporis incidunt perspiciatis."
4517,4517,38,Aceita/Finalizada,8913.71,2025-05-12 01:05:23,"Deleniti animi nihil doloribus. Quia eos optio explicabo consequuntur facere. Explicabo eligendi quis aliquam accusamus.
Eligendi facilis officiis dolores.
Accusamus a dignissimos accusamus quae molestias blanditiis. Magni et enim repellendus impedit molestias."
4518,4518,593,Pendente,1316.55,2025-05-15 20:59:57,"Necessitatibus neque blanditiis perferendis nulla adipisci nobis. Error eveniet at voluptatibus quam quidem. Quis porro error provident.
Illum ea hic temporibus. Amet nostrum ea accusamus numquam earum.
Corrupti ipsum quo dolore cum. Possimus consequuntur nulla eligendi assumenda quos. Sint nemo deleniti vero dicta inventore qui."
4519,4519,2328,Aceita/Finalizada,5393.59,2025-05-12 13:22:54,"Nisi numquam libero reiciendis odio. Incidunt a aspernatur itaque suscipit voluptates. Atque corrupti ratione facere nobis.
Perspiciatis ea provident sint. Minus consequuntur adipisci. Ullam quo assumenda eum consequuntur neque. Recusandae numquam placeat laudantium."
4520,4520,637,Aceita/Finalizada,4459.14,2025-05-17 04:56:21,"Harum libero tenetur voluptatibus facere consequatur. Enim ut quidem. Iure fugit itaque facilis laboriosam modi unde ducimus.
Dolorum eveniet eos repellat et asperiores. Delectus aperiam exercitationem est. Ipsam dolorum incidunt modi animi nihil."
4521,4521,2285,Cancelada,404.77,2025-05-17 05:55:17,"Ipsum ad impedit ad voluptatem exercitationem.
Asperiores nihil voluptatum nisi dolore. Adipisci voluptas consequatur quos corporis veritatis atque.
Labore assumenda eum excepturi officiis exercitationem adipisci neque."
4522,4522,1228,Aceita/Finalizada,6819.32,2025-05-10 17:42:24,"Doloribus rem eius libero officiis. Veritatis quasi fugit officiis.
Rerum deleniti reiciendis veritatis aperiam. Temporibus cupiditate expedita doloremque odit consequatur. Eligendi nostrum esse. Velit voluptatem laudantium praesentium vel nisi.
Perferendis deleniti exercitationem quis voluptatum fuga eos."
4523,4523,80,Recusada,2465.42,2025-05-17 08:44:57,"Explicabo error consectetur quae commodi adipisci. Assumenda laborum eius assumenda suscipit adipisci reprehenderit. Quas delectus delectus beatae asperiores hic necessitatibus.
Ut maxime id error illum fugiat. Blanditiis aspernatur veritatis sunt rerum voluptate harum.
Impedit non tenetur labore quod nobis."
4524,4524,1343,Aceita/Finalizada,3853.56,2025-05-15 23:19:17,"Iusto suscipit debitis eum est hic dolorum. Modi id amet ex.
Voluptatum commodi ipsa. Voluptate dicta ipsam ipsa quibusdam vel. Nulla porro eaque omnis.
Aspernatur assumenda culpa error sequi. Fuga quibusdam tenetur facere."
4525,4525,2646,Aceita/Em Andamento,6310.82,2025-05-19 05:01:48,"Enim aspernatur accusantium debitis occaecati culpa. Eligendi ullam laboriosam nulla labore velit sapiente. Optio iste cum.
Reiciendis adipisci quae molestiae quos.
Odit similique tempora aliquam expedita asperiores quas. Explicabo ab enim."
4526,4526,2424,Recusada,675.92,2025-05-19 05:06:17,"Temporibus nemo voluptatum nisi. Commodi magnam iste ad ab.
Delectus quos repellat quae doloribus autem unde ab.
Laboriosam velit quidem incidunt tempora fuga mollitia. Animi placeat eveniet dolorem nobis."
4527,4527,1172,Aceita/Finalizada,9499.37,2025-05-15 01:11:45,"Quaerat eum quisquam aliquam minima qui itaque illum. Ex voluptatibus ipsum nemo dolorem ad. Sit autem pariatur dolorem doloremque enim.
Occaecati ex veniam ut optio accusamus eum. Excepturi quod neque illo rerum similique. Voluptas accusantium repudiandae consequatur commodi corporis."
4528,4528,384,Pendente,7683.73,2025-05-10 07:38:19,"Magni blanditiis nam doloribus facilis iure.
Velit ducimus ratione quisquam voluptas. Doloribus eos fugit illum ipsam ad recusandae. Laborum explicabo iure veritatis qui ducimus.
Reprehenderit molestiae asperiores dignissimos.
Aperiam vel sunt quisquam. Earum soluta voluptates dignissimos tenetur suscipit alias cum."
4529,4529,2282,Aceita/Em Andamento,3114.43,2025-05-20 06:42:20,"Ut necessitatibus tempora repudiandae.
Magnam sequi ex hic dignissimos provident. Iusto eum quasi velit voluptatum illum aspernatur.
Provident voluptatum iure minima. Aliquam porro aperiam libero impedit laudantium possimus. Consequatur velit quam velit.
Nobis possimus debitis ex. Praesentium labore suscipit delectus quod ipsum."
4530,4530,408,Aceita/Em Andamento,1463.07,2025-05-13 12:20:07,"Nobis distinctio atque commodi. Occaecati incidunt unde ea earum necessitatibus. Explicabo sit laudantium cumque officiis commodi.
Nemo unde fuga pariatur. Minima blanditiis praesentium sapiente totam. Sit ipsa commodi excepturi quisquam. Itaque sint nulla alias pariatur aliquid."
4531,4531,1966,Cancelada,107.74,2025-05-14 09:24:44,"Labore modi expedita error sapiente labore. Debitis earum veritatis quas. Quia delectus perspiciatis doloremque itaque doloremque.
Illo a quasi omnis. Quaerat numquam omnis veniam dolorem.
Nostrum eos sit qui sit est velit temporibus.
Veniam rem facere necessitatibus. Excepturi magni dolorem nihil eligendi voluptate sequi commodi."
4532,4532,2653,Pendente,6706.73,2025-05-11 18:29:27,"Sed repellendus laboriosam debitis commodi. Ipsa dignissimos omnis commodi nulla. Velit explicabo ducimus qui perferendis tenetur nobis esse. Ipsum maiores quod blanditiis cumque quaerat.
Explicabo eveniet pariatur omnis ea. Deleniti illum neque dicta qui."
4533,4533,1266,Aceita/Finalizada,7506.43,2025-05-13 07:01:31,"Natus excepturi incidunt repellat.
Possimus eos maiores cumque nulla distinctio. A delectus minima nostrum ex aut possimus. Sequi ipsam ipsa.
Aut deleniti ipsa molestiae. Libero laboriosam culpa tempora quam velit cupiditate."
4534,4534,1768,Recusada,7018.09,2025-05-16 12:38:23,"Voluptatum quisquam deleniti qui vitae saepe ratione. Asperiores nobis eius harum dicta.
Atque fugit rem delectus. Eligendi libero expedita amet libero a. Quas alias culpa itaque possimus dolorem quidem."
4535,4535,2896,Aceita/Finalizada,9164.17,2025-05-21 19:06:54,"Tempora numquam maiores debitis sapiente eligendi. Error dolores aut quam.
Atque ratione in eveniet aperiam maxime odio. Fugit ipsam hic laborum necessitatibus quae necessitatibus. Ducimus beatae nam repudiandae adipisci consequuntur doloribus. Pariatur voluptate dicta rem sequi inventore magni provident."
4536,4536,1966,Recusada,6081.72,2025-05-15 23:59:42,"Repellat excepturi deleniti labore nisi veniam atque. Earum a optio officiis facilis dolorum.
Beatae soluta enim illum maxime saepe iusto eligendi. Non non aperiam laudantium vel.
Ipsum distinctio earum natus deleniti nam. Ratione ad similique accusantium laudantium tempora doloremque facilis."
4537,4537,1257,Recusada,7731.18,2025-05-15 18:20:21,"Excepturi eum repellat rerum at vitae. Nesciunt quisquam fugiat accusantium velit.
Reiciendis quis quae mollitia illum. Eum ipsum doloremque.
Incidunt quos iure consequatur sunt molestiae facere. Quasi amet quia voluptates amet quidem."
4538,4538,1119,Aceita/Em Andamento,1534.23,2025-05-16 15:04:44,"Magni quae ullam iure nesciunt deserunt. Dicta cupiditate adipisci.
Ducimus iste illo. Excepturi autem adipisci iste deserunt recusandae odit.
Consequuntur perspiciatis commodi ab optio. Praesentium ratione eveniet facere aliquam laudantium iusto nulla. Exercitationem nihil nulla quidem libero enim."
4539,4539,1391,Aceita/Finalizada,6344.56,2025-05-19 01:37:15,"Exercitationem dolorem occaecati quibusdam quidem tenetur. Reiciendis sit a quod veniam hic.
Quis illum ratione vero nam. Quaerat eos consequuntur harum non cupiditate dolores ipsa.
Quia harum aliquid rerum. Expedita unde quae."
4540,4540,486,Aceita/Finalizada,2794.60,2025-05-17 11:24:12,"Consequatur est incidunt quos dolore quisquam mollitia. Ea aut dicta dolor. Nihil repellendus dolores voluptas.
Cum corrupti voluptatum laborum quasi fugit minima.
Impedit alias quas cumque quasi nesciunt earum. Qui magnam sit magni deleniti fugit minima reprehenderit."
4541,4541,643,Pendente,9453.05,2025-05-12 11:32:32,"Quaerat dolor ipsum sequi asperiores id nesciunt. Ipsam delectus possimus officia. Architecto adipisci incidunt explicabo totam autem consequuntur rem.
Repellat adipisci sequi expedita eligendi iste culpa. Dolores quisquam voluptas alias aspernatur dolorum dolorem ipsam. Fuga iste enim blanditiis in similique."
4542,4542,2629,Aceita/Finalizada,7878.04,2025-05-13 09:01:31,"Natus deleniti nobis consectetur odit. Perferendis facilis accusamus praesentium consectetur. Quibusdam dicta exercitationem maxime.
Est impedit sed in rem repudiandae. Architecto nostrum vitae accusantium temporibus. Culpa veniam corrupti consequatur quos.
Ipsum nesciunt qui quae molestiae expedita maiores."
4543,4543,1279,Recusada,2829.08,2025-05-16 02:57:46,"Quas alias est recusandae magni dicta. Non hic est nulla. Adipisci possimus quae iste dolor at consequatur.
Explicabo vero commodi quasi delectus praesentium vitae. Officia praesentium officia quas dignissimos voluptates occaecati. Aliquam assumenda dolorem autem."
4544,4544,1838,Recusada,2726.70,2025-05-21 08:06:41,"Non doloribus ad quis atque nesciunt. Blanditiis distinctio unde voluptatum quisquam perferendis.
Iure quos rem illum unde corporis. At fugit voluptatibus sit odio non. Cupiditate officia saepe quasi architecto enim possimus necessitatibus.
Nisi placeat est optio fugit tenetur. Alias consequuntur aut doloremque. Occaecati ullam nesciunt animi in."
4545,4545,1715,Recusada,4968.62,2025-05-08 22:56:17,"Rem ipsam perferendis in optio dignissimos sed. Nemo tempore nesciunt vel. Ducimus quae odit porro dolorum velit odio.
Labore repellendus molestias fuga facilis. Iure doloribus enim eius. Necessitatibus excepturi distinctio.
Dolores eum cum vero. Veniam minus atque adipisci voluptatum sapiente quis."
4546,4546,796,Aceita/Finalizada,4090.99,2025-05-19 06:02:39,"Tempore voluptates iste mollitia. Iure temporibus laudantium modi libero non id fuga. Aperiam beatae repellendus odio impedit.
Pariatur vero exercitationem optio aspernatur soluta. Odit laudantium optio. In mollitia facere ratione at recusandae excepturi. Alias laudantium quam soluta dicta dolore quasi."
4547,4547,2042,Cancelada,8668.03,2025-05-09 00:55:12,"Quasi nisi architecto. Quia enim eum ea rerum fuga eum.
Voluptate labore cupiditate nulla rerum ut. Laborum mollitia cumque fugit. Voluptatibus atque id impedit. Ut quos illum cum non impedit architecto.
Inventore iusto ullam. Id qui quo sed. Possimus aut quos delectus cumque architecto culpa."
4548,4548,728,Aceita/Finalizada,1715.74,2025-05-15 20:31:25,"Aspernatur consectetur laborum libero magni. Nisi dolorum delectus debitis.
Eum tempora tempore architecto beatae. Adipisci maxime debitis rerum dolores.
Maxime ducimus aut deleniti dolorem excepturi sit ullam. Perspiciatis beatae amet doloremque id iste aliquid id. Explicabo vitae sequi pariatur minima tenetur maiores."
4549,4549,173,Aceita/Em Andamento,3393.48,2025-05-20 02:39:02,"Nesciunt sapiente libero pariatur. Reprehenderit nam eum nobis quis. Eligendi inventore sed facilis rem voluptatem.
Explicabo eligendi cumque perferendis quia porro sapiente. Quia culpa explicabo necessitatibus aliquid voluptas eaque. Delectus non voluptatum quo cumque dolorem eum repellat."
4550,4550,1622,Aceita/Em Andamento,8139.48,2025-05-17 00:35:12,"Quasi assumenda id neque corrupti ullam. Tenetur ipsa aliquid ratione a minima. Ea tempora magnam veniam.
Quisquam reiciendis voluptate impedit.
Laudantium earum laborum sed error suscipit voluptatum et. Quas in illo architecto. Eos libero officia unde neque."
4551,4551,1940,Aceita/Finalizada,1366.93,2025-05-19 13:07:51,"Optio eligendi odio ex molestias dolor vel. Sed inventore magnam porro voluptas animi.
Porro beatae assumenda id facilis. Minus dolores qui deserunt.
Incidunt optio voluptate odit. Esse nobis recusandae nihil veniam officiis. Commodi quia iusto fugiat accusantium voluptatibus soluta hic.
Beatae dicta nobis itaque. Id et id."
4552,4552,2591,Aceita/Finalizada,5853.70,2025-05-19 14:55:09,"Possimus excepturi rerum quis quam. Aspernatur animi laboriosam magnam expedita alias autem. Ipsam dolor ducimus cupiditate.
Nesciunt doloribus molestias eum. Aspernatur saepe nihil consequuntur tenetur magni.
Quis corporis nostrum. Earum ipsa facere numquam. Ipsam officia amet eaque voluptatibus molestias illo."
